"","X","Service.Request.Type","City.Department","Created.Date","Date","Time","Location","Latitude","Longitude","Latitude.Longitude","ZIP.Code","Police.Precinct","Neighborhood"
"1451",1043464,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:19:33 PM","2025-04-24","12:19:33","907 S DEARBORN ST, SEATTLE, WA 98134",47.59574662,-122.32122764,"POINT (-122.32122764 47.59574662)","98134","WEST","INDUSTRIAL DISTRICT"
"1452",1043465,"General Inquiry - Police Department","SPD-Seattle Police Department","04/24/2025 12:28:34 PM","2025-04-24","12:28:34","103 NW 78TH ST, SEATTLE, WA 98117",47.68532405,-122.35821011,"POINT (-122.35821011 47.68532405)","98117","NORTH","GREENWOOD"
"1453",1043466,"Clogged Storm Drain","SPU-Seattle Public Utilities","04/24/2025 12:31:52 PM","2025-04-24","12:31:52","3802 INTERLAKE AVE N, SEATTLE, WA 98103",47.65289907,-122.34109472,"POINT (-122.34109472 47.65289907)","98103","NORTH","WALLINGFORD"
"1454",1043467,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:19:30 PM","2025-04-24","12:19:30","4207 E MCGILVRA ST, SEATTLE, WA 98112",47.64052304,-122.27796919,"POINT (-122.27796919 47.64052304)","98112","EAST","MADISON PARK"
"1455",1043468,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 12:35:29 PM","2025-04-24","12:35:29","1017 E REPUBLICAN ST, SEATTLE, WA 98102",47.62293279,-122.31907377,"POINT (-122.31907377 47.62293279)","98102","EAST","BROADWAY"
"1456",1043469,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:27:24 PM","2025-04-24","12:27:24","5429 GREEN LAKE WAY N, SEATTLE, WA 98103",47.66849568,-122.34019027,"POINT (-122.34019027 47.66849568)","98103","NORTH","PHINNEY RIDGE"
"1457",1043470,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:37:28 PM","2025-04-24","12:37:28","843 N 127TH ST, SEATTLE, WA 98133",47.72131493,-122.34789092,"POINT (-122.34789092 47.72131493)","98133","NORTH","BITTER LAKE"
"1458",1043471,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/24/2025 12:26:41 PM","2025-04-24","12:26:41","103 NW 78TH ST, SEATTLE, WA 98117",47.68532405,-122.35821011,"POINT (-122.35821011 47.68532405)","98117","NORTH","GREENWOOD"
"1459",1043472,"Pothole","SDOT-Seattle Department of Transportation","04/24/2025 12:19:37 PM","2025-04-24","12:19:37","1298 S HILL ST, SEATTLE, WA 98144",47.58463513,-122.31600053,"POINT (-122.31600053 47.58463513)","98144","SOUTH","NORTH BEACON HILL"
"1460",1043473,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/24/2025 12:31:27 PM","2025-04-24","12:31:27","1500 S HARDY ST, SEATTLE, WA 98108",47.54627423,-122.31384124,"POINT (-122.31384124 47.54627423)","98108","SOUTH","GEORGETOWN"
"1461",1043474,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 12:31:47 PM","2025-04-24","12:31:47","3153 ALASKAN WAY, SEATTLE, WA 98121",47.61809724,-122.36019374,"POINT (-122.36019374 47.61809724)","98121","WEST","BELLTOWN"
"1462",1043475,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:39:49 PM","2025-04-24","12:39:49","500 FEDERAL AVE E, SEATTLE, WA 98102",47.6232882,-122.31861375,"POINT (-122.31861375 47.6232882)","98102","EAST","BROADWAY"
"1463",1043476,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 12:33:27 PM","2025-04-24","12:33:27","651 N 48TH ST, SEATTLE, WA 98103",47.66350669,-122.35073367,"POINT (-122.35073367 47.66350669)","98103","NORTH","FREMONT"
"1464",1043477,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/24/2025 12:38:09 PM","2025-04-24","12:38:09","NE 94TH ST & 17TH AVE NE, SEATTLE, WA",47.6966882,-122.30945774,"POINT (-122.30945774 47.6966882)","","NORTH","MAPLE LEAF"
"1465",1043478,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:39:52 PM","2025-04-24","12:39:52","1059 E DENNY WAY, SEATTLE, WA 98122",47.61867279,-122.31874899,"POINT (-122.31874899 47.61867279)","98122","EAST","BROADWAY"
"1466",1043479,"Taxi, TNC, or Limousine Complaint or Compliment","FAS-Finance and Administrative Services","04/24/2025 12:41:34 PM","2025-04-24","12:41:34","",NA,NA,"","","",""
"1467",1043480,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/24/2025 12:19:28 PM","2025-04-24","12:19:28","7018 LAKE SHORE DR NE, SEATTLE, WA 98115",47.67879678,-122.24960405,"POINT (-122.24960405 47.67879678)","98115","NORTH","SAND POINT"
"1468",1043481,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:39:47 PM","2025-04-24","12:39:47","1256 FEDERAL AVE E, SEATTLE, WA 98102",47.63216306,-122.31885814,"POINT (-122.31885814 47.63216306)","98102","EAST","BROADWAY"
"1469",1043482,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 12:41:59 PM","2025-04-24","12:41:59","1044 E MERCER ST, SEATTLE, WA 98102",47.62434805,-122.31893508,"POINT (-122.31893508 47.62434805)","98102","EAST","BROADWAY"
"1470",1043483,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:41:32 PM","2025-04-24","12:41:32","123 BELL ST, SEATTLE, WA 98121",47.61378366,-122.34563211,"POINT (-122.34563211 47.61378366)","98121","WEST","BELLTOWN"
"1471",1043484,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:31:56 PM","2025-04-24","12:31:56","1850 23RD AVE E, SEATTLE, WA 98112",47.63676236,-122.30221234,"POINT (-122.30221234 47.63676236)","98112","EAST","MONTLAKE"
"1472",1043485,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:47:34 PM","2025-04-24","12:47:34","11746 N PARK AVE N, SEATTLE, WA 98133",47.71578508,-122.34878393,"POINT (-122.34878393 47.71578508)","98133","NORTH","BITTER LAKE"
"1473",1043486,"Damaged Sidewalk","SDOT-Seattle Department of Transportation","04/24/2025 12:37:04 PM","2025-04-24","12:37:04","9566 INTERLAKE AVE N, SEATTLE, WA 98103",47.6984025,-122.34069301,"POINT (-122.34069301 47.6984025)","98103","NORTH","NORTH COLLEGE PARK"
"1474",1043487,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:28:10 PM","2025-04-24","12:28:10","1441 NW 52ND ST, SEATTLE, WA 98107",47.66622961,-122.37552005,"POINT (-122.37552005 47.66622961)","98107","NORTH","WEST WOODLAND"
"1475",1043488,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:49:43 PM","2025-04-24","12:49:43","9220 20TH AVE NW, SEATTLE, WA 98117",47.6962095,-122.38111472,"POINT (-122.38111472 47.6962095)","98117","NORTH","NORTH BEACH/BLUE RIDGE"
"1476",1043489,"Damaged Sidewalk","SDOT-Seattle Department of Transportation","04/24/2025 12:34:54 PM","2025-04-24","12:34:54","325 33RD AVE E, SEATTLE, WA 98112",47.62160875,-122.29005588,"POINT (-122.29005588 47.62160875)","98112","EAST","HARRISON/DENNY-BLAINE"
"1477",1043490,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:51:19 PM","2025-04-24","12:51:19","MARTIN LUTHER KING JR WAY & E CHERRY ST, SEATTLE, WA",47.60799662,-122.29625431,"POINT (-122.29625431 47.60799662)","","EAST","MADRONA"
"1478",1043491,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:27:29 PM","2025-04-24","12:27:29","1237 S PLUM ST, SEATTLE, WA 98144",47.58546098,-122.31680332,"POINT (-122.31680332 47.58546098)","98144","SOUTH","NORTH BEACON HILL"
"1479",1043492,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 12:45:32 PM","2025-04-24","12:45:32","404 13TH AVE E, SEATTLE, WA 98102",47.62201374,-122.31560031,"POINT (-122.31560031 47.62201374)","98102","EAST","BROADWAY"
"1480",1043493,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:41:52 PM","2025-04-24","12:41:52","12520 27TH AVE NE, SEATTLE, WA 98125",47.72013998,-122.29902037,"POINT (-122.29902037 47.72013998)","98125","NORTH","OLYMPIC HILLS"
"1481",1043494,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:39:35 PM","2025-04-24","12:39:35","9168 2ND AVE NW, SEATTLE, WA 98117",47.69576191,-122.35925396,"POINT (-122.35925396 47.69576191)","98117","NORTH","GREENWOOD"
"1482",1043495,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:51:53 PM","2025-04-24","12:51:53","1850 23RD AVE E, SEATTLE, WA 98112",47.63676236,-122.30221234,"POINT (-122.30221234 47.63676236)","98112","EAST","MONTLAKE"
"1483",1043496,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:31:41 PM","2025-04-24","12:31:41","3038 HARVARD AVE E, SEATTLE, WA 98102",47.64817123,-122.32197843,"POINT (-122.32197843 47.64817123)","98102","EAST","PORTAGE BAY"
"1484",1043497,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 12:49:48 PM","2025-04-24","12:49:48","515 BOYLSTON AVE E, SEATTLE, WA 98102",47.62388873,-122.32333517,"POINT (-122.32333517 47.62388873)","98102","EAST","BROADWAY"
"1485",1043498,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:41:12 PM","2025-04-24","12:41:12","7219 45TH AVE NE, SEATTLE, WA 98115",47.68104222,-122.27981369,"POINT (-122.27981369 47.68104222)","98115","NORTH","VIEW RIDGE"
"1486",1043499,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:57:45 PM","2025-04-24","12:57:45","1863 LAKEVIEW BLVD E, SEATTLE, WA 98102",47.63557176,-122.32251522,"POINT (-122.32251522 47.63557176)","98102","EAST","BROADWAY"
"1487",1043500,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 12:39:32 PM","2025-04-24","12:39:32","4317 1ST AVE S, SEATTLE, WA 98134",47.56513605,-122.33433148,"POINT (-122.33433148 47.56513605)","98134","SOUTH","INDUSTRIAL DISTRICT"
"1488",1043501,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 12:58:11 PM","2025-04-24","12:58:11","5218 RAVENNA PL NE, SEATTLE, WA 98105",47.66677086,-122.30157098,"POINT (-122.30157098 47.66677086)","98105","NORTH","UNIVERSITY DISTRICT"
"1489",1043502,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 12:51:42 PM","2025-04-24","12:51:42","13304 ASHWORTH AVE N, SEATTLE, WA 98133",47.72547521,-122.33910686,"POINT (-122.33910686 47.72547521)","98133","NORTH","HALLER LAKE"
"1490",1043503,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/24/2025 01:01:13 PM","2025-04-24","01:01:13","2101 N NORTHLAKE WAY, SEATTLE, WA 98103",47.64670087,-122.33368688,"POINT (-122.33368688 47.64670087)","98103","NORTH","WALLINGFORD"
"1491",1043504,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:58:04 PM","2025-04-24","12:58:04","4052 EASTLAKE AVE NE, SEATTLE, WA 98105",47.65629797,-122.31754742,"POINT (-122.31754742 47.65629797)","98105","NORTH","UNIVERSITY DISTRICT"
"1492",1043505,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:51:35 PM","2025-04-24","12:51:35","280 ALASKAN WAY S, SEATTLE, WA 98104",47.60020475,-122.33578885,"POINT (-122.33578885 47.60020475)","98104","WEST","PIONEER SQUARE"
"1493",1043506,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:51:39 PM","2025-04-24","12:51:39","9220 20TH AVE NW, SEATTLE, WA 98117",47.6962095,-122.38111472,"POINT (-122.38111472 47.6962095)","98117","NORTH","NORTH BEACH/BLUE RIDGE"
"1494",1043507,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 12:53:36 PM","2025-04-24","12:53:36","2700 NE 125TH ST, SEATTLE, WA 98125",47.7195095,-122.29863022,"POINT (-122.29863022 47.7195095)","98125","NORTH","OLYMPIC HILLS"
"1495",1043508,"General Inquiry - Police Department","SPD-Seattle Police Department","04/24/2025 01:05:42 PM","2025-04-24","01:05:42","",NA,NA,"","","",""
"1496",1043509,"Business Related Complaint","FAS-Finance and Administrative Services","04/24/2025 01:00:40 PM","2025-04-24","01:00:40","2515 ALKI AVE SW, SEATTLE, WA 98116",47.58102193,-122.4061071,"POINT (-122.4061071 47.58102193)","98116","SOUTHWEST","ALKI"
"1497",1043510,"General Inquiry - City Light","SCL-Seattle City Light","04/24/2025 12:49:37 PM","2025-04-24","12:49:37","1323 BOREN AVE BOLERO 2 209, SEATTLE, WA 98101",47.612118,-122.32810405,"POINT (-122.32810405 47.612118)","98101","EAST","FIRST HILL"
"1498",1043511,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:57:51 PM","2025-04-24","12:57:51","988 NE 40TH ST, SEATTLE, WA 98105",47.65548486,-122.31849937,"POINT (-122.31849937 47.65548486)","98105","NORTH","UNIVERSITY DISTRICT"
"1499",1043512,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:01:18 PM","2025-04-24","01:01:18","593 RAILROAD WAY S, SEATTLE, WA 98104",47.5978849,-122.33549118,"POINT (-122.33549118 47.5978849)","98104","WEST","PIONEER SQUARE"
"1500",1043513,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:58:23 PM","2025-04-24","12:58:23","814 NE NORTHLAKE PL, SEATTLE, WA 98105",47.65503452,-122.31902488,"POINT (-122.31902488 47.65503452)","98105","NORTH","UNIVERSITY DISTRICT"
"1501",1043514,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 01:00:49 PM","2025-04-24","01:00:49","283 BLANCHARD ST, SEATTLE, WA 98121",47.61376925,-122.34354794,"POINT (-122.34354794 47.61376925)","98121","WEST","BELLTOWN"
"1502",1043515,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:08:02 PM","2025-04-24","01:08:02","16606 35TH AVE SE, BOTHELL, WA 98012, SEATAC, WA",NA,NA,"","","",""
"1503",1043516,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 12:53:38 PM","2025-04-24","12:53:38","1147 E HAMLIN ST, SEATTLE, WA 98102",47.64553364,-122.31774086,"POINT (-122.31774086 47.64553364)","98102","EAST","PORTAGE BAY"
"1504",1043517,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:09:56 PM","2025-04-24","01:09:56","9282 14TH AVE NW, SEATTLE, WA 98117",47.69657121,-122.37398021,"POINT (-122.37398021 47.69657121)","98117","NORTH","CROWN HILL"
"1505",1043518,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/24/2025 01:03:53 PM","2025-04-24","01:03:53","1547 BOYLSTON AVE E, SEATTLE, WA 98102",47.63316749,-122.32304629,"POINT (-122.32304629 47.63316749)","98102","EAST","BROADWAY"
"1506",1043519,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 12:57:38 PM","2025-04-24","12:57:38","897 N 115TH ST, SEATTLE, WA 98133",47.71224685,-122.34855717,"POINT (-122.34855717 47.71224685)","98133","NORTH","BITTER LAKE"
"1507",1043520,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 01:05:44 PM","2025-04-24","01:05:44","1822 11TH AVE, SEATTLE, WA 98122",47.61819829,-122.3179935,"POINT (-122.3179935 47.61819829)","98122","EAST","BROADWAY"
"1508",1043521,"Bicycle Facility Maintenance","SDOT-Seattle Department of Transportation","04/24/2025 12:57:57 PM","2025-04-24","12:57:57","2046 N NORTHLAKE WAY, SEATTLE, WA 98103",47.64695096,-122.33425786,"POINT (-122.33425786 47.64695096)","98103","NORTH","WALLINGFORD"
"1509",1043522,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 01:00:57 PM","2025-04-24","01:00:57","2133 N 64TH ST, SEATTLE, WA 98103",47.67512856,-122.33218462,"POINT (-122.33218462 47.67512856)","98103","NORTH","GREEN LAKE"
"1510",1043523,"General Inquiry - City Light","SCL-Seattle City Light","04/24/2025 01:14:19 PM","2025-04-24","01:14:19","16606 35TH AVE SE, BOTHELL, WA 98012, SEATAC, WA",NA,NA,"","","",""
"1511",1043524,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:11:45 PM","2025-04-24","01:11:45","3639 FREMONT AVE N, SEATTLE, WA 98103",47.65246237,-122.35029186,"POINT (-122.35029186 47.65246237)","98103","NORTH","FREMONT"
"1512",1043525,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:04:38 PM","2025-04-24","01:04:38","1204 E LYNN ST, SEATTLE, WA 98102",47.63971201,-122.31671599,"POINT (-122.31671599 47.63971201)","98102","EAST","MONTLAKE"
"1513",1043526,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/24/2025 01:10:03 PM","2025-04-24","01:10:03","1339 DENNY WAY, SEATTLE, WA 98109",47.61835667,-122.32958884,"POINT (-122.32958884 47.61835667)","98109","WEST","BELLTOWN"
"1514",1043527,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/24/2025 01:05:46 PM","2025-04-24","01:05:46","1017 OCCIDENTAL AVE S, SEATTLE, WA 98134",47.59390152,-122.33339056,"POINT (-122.33339056 47.59390152)","98134","WEST","PIONEER SQUARE"
"1515",1043528,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 01:13:46 PM","2025-04-24","01:13:46","4600 35TH AVE SW, SEATTLE, WA 98126",47.56197525,-122.37561889,"POINT (-122.37561889 47.56197525)","98126","SOUTHWEST","NORTH DELRIDGE"
"1516",1043529,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 01:17:49 PM","2025-04-24","01:17:49","522 28TH AVE, SEATTLE, WA 98122",47.60687825,-122.29557053,"POINT (-122.29557053 47.60687825)","98122","EAST","LESCHI"
"1517",1043530,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/24/2025 01:07:42 PM","2025-04-24","01:07:42","1006 OCCIDENTAL AVE S, SEATTLE, WA 98134",47.59398433,-122.33314776,"POINT (-122.33314776 47.59398433)","98134","WEST","PIONEER SQUARE"
"1518",1043531,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 01:12:03 PM","2025-04-24","01:12:03","4350 7TH AVE S, SEATTLE, WA 98108",47.56456744,-122.32384964,"POINT (-122.32384964 47.56456744)","98108","SOUTH","INDUSTRIAL DISTRICT"
"1519",1043532,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/24/2025 01:09:48 PM","2025-04-24","01:09:48","5740 PRINCETON AVE NE, SEATTLE, WA 98105",47.6718632,-122.27539209,"POINT (-122.27539209 47.6718632)","98105","NORTH","WINDERMERE"
"1520",1043533,"Pothole","SDOT-Seattle Department of Transportation","04/24/2025 01:15:46 PM","2025-04-24","01:15:46","51 S MASSACHUSETTS ST, SEATTLE, WA 98134",47.58831389,-122.3396003,"POINT (-122.3396003 47.58831389)","98134","SOUTH","INDUSTRIAL DISTRICT"
"1521",1043534,"Pothole","SDOT-Seattle Department of Transportation","04/24/2025 01:25:50 PM","2025-04-24","01:25:50","146 N 76TH ST, SEATTLE, WA 98103",47.68425561,-122.35599484,"POINT (-122.35599484 47.68425561)","98103","NORTH","GREENWOOD"
"1522",1043535,"Pothole","SDOT-Seattle Department of Transportation","04/24/2025 01:12:11 PM","2025-04-24","01:12:11","5310 33RD AVE S, SEATTLE, WA 98118",47.55387078,-122.2902349,"POINT (-122.2902349 47.55387078)","98118","SOUTH","MID-BEACON HILL"
"1523",1043536,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:26:01 PM","2025-04-24","01:26:01","4177 32ND AVE W, SEATTLE, WA 98199",47.65747807,-122.39834976,"POINT (-122.39834976 47.65747807)","98199","WEST","LAWTON PARK"
"1524",1043537,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:16:01 PM","2025-04-24","01:16:01","2389 42ND AVE E, SEATTLE, WA 98112",47.64053659,-122.27853658,"POINT (-122.27853658 47.64053659)","98112","EAST","MADISON PARK"
"1525",1043538,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/24/2025 01:27:13 PM","2025-04-24","01:27:13","153 BOREN AVE, SEATTLE, WA 98122",47.60337205,-122.31978585,"POINT (-122.31978585 47.60337205)","98122","EAST","YESLER TERRACE"
"1526",1043539,"Animal Noise","FAS-Finance and Administrative Services","04/24/2025 01:09:52 PM","2025-04-24","01:09:52","8201 NORTHROP PL SW, SEATTLE, WA 98136",47.53037472,-122.38874925,"POINT (-122.38874925 47.53037472)","98136","SOUTHWEST","FAUNTLEROY"
"1527",1043540,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:29:05 PM","2025-04-24","01:29:05","51 S JACKSON ST, SEATTLE, WA 98104",47.59909523,-122.33578492,"POINT (-122.33578492 47.59909523)","98104","WEST","PIONEER SQUARE"
"1528",1043541,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:19:52 PM","2025-04-24","01:19:52","1110 ALASKAN WAY, SEATTLE, WA 98101",47.60478366,-122.33877196,"POINT (-122.33877196 47.60478366)","98101","WEST","CENTRAL BUSINESS DISTRICT"
"1529",1043542,"Streetlight Maintenance","SCL-Seattle City Light","04/24/2025 01:15:48 PM","2025-04-24","01:15:48","10316 45TH AVE NE, SEATTLE, WA 98125",47.70350142,-122.27976499,"POINT (-122.27976499 47.70350142)","98125","NORTH","MATTHEWS BEACH"
"1530",1043543,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/24/2025 01:23:49 PM","2025-04-24","01:23:49","5912 45TH AVE SW, SEATTLE, WA 98136",47.54991764,-122.38947958,"POINT (-122.38947958 47.54991764)","98136","SOUTHWEST","SEAVIEW"
"1531",1043544,"Nuisance dogs in a park","FAS-Finance and Administrative Services","04/24/2025 01:13:48 PM","2025-04-24","01:13:48","2500 SW ALASKA ST, SEATTLE, WA 98106",47.56203832,-122.36347896,"POINT (-122.36347896 47.56203832)","98106","SOUTHWEST","NORTH DELRIDGE"
"1532",1043545,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 01:29:10 PM","2025-04-24","01:29:10","6078 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98118",47.54757234,-122.2860663,"POINT (-122.2860663 47.54757234)","98118","SOUTH","COLUMBIA CITY"
"1533",1043546,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 01:17:54 PM","2025-04-24","01:17:54","9200 OLSON PL SW, SEATTLE, WA 98106",47.52054827,-122.33656298,"POINT (-122.33656298 47.52054827)","98106","SOUTHWEST","HIGHLAND PARK"
"1534",1043547,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/24/2025 01:23:55 PM","2025-04-24","01:23:55","5280 11TH AVE NW, SEATTLE, WA 98107",47.66701723,-122.3706401,"POINT (-122.3706401 47.66701723)","98107","NORTH","WEST WOODLAND"
"1535",1043548,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/24/2025 01:29:15 PM","2025-04-24","01:29:15","1178 15TH AVE E, SEATTLE, WA 98112",47.63024008,-122.3124026,"POINT (-122.3124026 47.63024008)","98112","EAST","STEVENS"
"1536",1043549,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 01:27:54 PM","2025-04-24","01:27:54","1893 2ND AVE, SEATTLE, WA 98101",47.61090467,-122.34052863,"POINT (-122.34052863 47.61090467)","98101","WEST","PIKE-MARKET"
"1537",1043550,"General Inquiry - Police Department","SPD-Seattle Police Department","04/24/2025 01:23:53 PM","2025-04-24","01:23:53","1915 1ST AVE S, SEATTLE, WA 98134",47.58559802,-122.3348568,"POINT (-122.3348568 47.58559802)","98134","SOUTH","INDUSTRIAL DISTRICT"
"1538",1043551,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:29:28 PM","2025-04-24","01:29:28","9264 14TH AVE NW, SEATTLE, WA 98117",47.69646242,-122.37398037,"POINT (-122.37398037 47.69646242)","98117","NORTH","CROWN HILL"
"1539",1043552,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:29:21 PM","2025-04-24","01:29:21","887 12TH AVE S, SEATTLE, WA 98144",47.59434823,-122.3168277,"POINT (-122.3168277 47.59434823)","98144","SOUTH","NORTH BEACON HILL"
"1540",1043553,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:36:01 PM","2025-04-24","01:36:01","62 S MAIN ST, SEATTLE, WA 98104",47.6001283,-122.33555151,"POINT (-122.33555151 47.6001283)","98104","WEST","PIONEER SQUARE"
"1541",1043554,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:40:37 PM","2025-04-24","01:40:37","565 HARRISON ST, SEATTLE, WA 98109",47.62180912,-122.34575848,"POINT (-122.34575848 47.62180912)","98109","WEST","SOUTH LAKE UNION"
"1542",1043555,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:31:54 PM","2025-04-24","01:31:54","503 THOMAS ST, SEATTLE, WA 98109",47.62082473,-122.34734242,"POINT (-122.34734242 47.62082473)","98109","WEST","SOUTH LAKE UNION"
"1543",1043556,"General Inquiry - Police Department","SPD-Seattle Police Department","04/24/2025 01:35:23 PM","2025-04-24","01:35:23","N 137TH ST & MERIDIAN AVE N, SEATTLE, WA",47.72867179,-122.33421618,"POINT (-122.33421618 47.72867179)","","NORTH","HALLER LAKE"
"1544",1043557,"Unauthorized Encampment","SEA-City of Seattle","04/24/2025 01:43:13 PM","2025-04-24","01:43:13","340 TAYLOR AVE N, SEATTLE, WA 98109",47.6215341,-122.34616954,"POINT (-122.34616954 47.6215341)","98109","WEST","SOUTH LAKE UNION"
"1545",1043558,"Graffiti","SPU-Seattle Public Utilities","04/24/2025 01:40:04 PM","2025-04-24","01:40:04","9256 14TH AVE NW, SEATTLE, WA 98117",47.69641408,-122.37398043,"POINT (-122.37398043 47.69641408)","98117","NORTH","CROWN HILL"
"1546",1043559,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/24/2025 01:49:01 PM","2025-04-24","01:49:01","8504 NESBIT AVE N, SEATTLE, WA 98103",47.6907771,-122.34320029,"POINT (-122.34320029 47.6907771)","98103","NORTH","NORTH COLLEGE PARK"
"1547",1043560,"General Inquiry - Transportation","SDOT-Seattle Department of Transportation","04/24/2025 01:35:02 PM","2025-04-24","01:35:02","N 137TH ST & MERIDIAN AVE N, SEATTLE, WA",47.72867179,-122.33421618,"POINT (-122.33421618 47.72867179)","","NORTH","HALLER LAKE"
"1548",1043561,"Parking Enforcement","SPD-Seattle Police Department","04/24/2025 01:47:00 PM","2025-04-24","01:47:00","2814 27TH AVE W, SEATTLE, WA 98199",47.64509874,-122.39123791,"POINT (-122.39123791 47.64509874)","98199","WEST","SOUTHEAST MAGNOLIA"
"1549",1043562,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:44:59 PM","2025-04-24","01:44:59","3171 23RD AVE W, SEATTLE, WA 98199",47.64817925,-122.38609037,"POINT (-122.38609037 47.64817925)","98199","WEST","SOUTHEAST MAGNOLIA"
"1550",1043563,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/24/2025 01:31:12 PM","2025-04-24","01:31:12","N 137TH ST & MERIDIAN AVE N, SEATTLE, WA",47.72867179,-122.33421618,"POINT (-122.33421618 47.72867179)","","NORTH","HALLER LAKE"
